index,f1,f2,f3
1,4.2461210225343,3.81119801319577,1.05553284291963
2,3.52393481824838,1.75444405229983,2.32550065604452
4,5.29518429806988,3.16732297786196,3.88526518596568
5,2.44044260391685,1.30983363909956,0.671051446248375
6,4.32910093220651,1.49622533014014,1.91299874539064
