index ,f1,f2,f3,flag
1,-0.824968711,-1.265631303,0.037775332,1
2,-0.617581465,-0.962724256,-0.154052929,1
3,-1.258388916,0.091665154,-0.031880053,2
4,-0.314895659,1.159604564,0.426142159,3
5,-0.514440605,-0.81683016,1.162409645,4
6,-0.86680867,-0.77154682,1.867962233,4
7,1.193491099,0.662963874,-1.177527645,5
8,1.386331484,1.444912553,-1.267411698,5
9,1.256305751,1.011024661,-0.973049399,5
10,0.560955691,-0.553438265,0.109632356,6
